date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:34:39	17694/17694	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202020%2014:34:38%20GMT	https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/logine7b6.html	(from https://github.com/)
15:34:40	74020/74020	---MCZ	200	added ('OK')	text/html	etag:W/%22fc745aa277a1d24d2f2822efaa33b1db%22	https://github.com/open-source	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/open-source.html	(from https://github.com/)
15:34:40	95/95	---M--	302	error ('Found')	text/html	date:Fri,%2028%20Feb%202020%2014:34:39%20GMT	https://github.com/business	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/business.1f.delayed	(from https://github.com/)
15:34:41	165890/165890	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Feb%202020%2014:34:40%20GMT	https://github.com/signup_check/username?source=homepage&suggest_usernames=true	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/signup_check/username.200540.delayed	(from https://github.com/)
15:34:42	165698/165698	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Feb%202020%2014:34:41%20GMT	https://github.com/signup_check/email	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/signup_check/email.21.delayed	(from https://github.com/)
15:34:43	56614/56614	---MCZ	200	added ('OK')	text/html	etag:W/%2214a334fb64a51a83f9b16ab3f6783fa7%22	https://github.com/join?source=button-home	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/join75e8.html	(from https://github.com/)
15:34:44	53248/53248	---MCZ	200	added ('OK')	text/html	etag:W/%221a908a1f03eadac07ff7f70241fea6a3%22	https://github.com/organizations/enterprise_plan	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/organizations/enterprise_plan.html	(from https://github.com/)
15:34:44	12674/12674	---M--	200	added ('OK')	image/png	etag:%22313b15581d881fe8a98f97180ee8d921%22	https://github.githubassets.com/images/modules/site/logos/airbnb-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/airbnb-logo.png	(from https://github.com/)
15:34:44	8650/8650	---M--	200	added ('OK')	image/png	etag:%2210f018c39abad8728e5e616949a2ab25%22	https://github.githubassets.com/images/modules/site/logos/sap-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/sap-logo.png	(from https://github.com/)
15:34:44	5514/5514	---M--	200	added ('OK')	image/png	etag:%22aaf8eb745ac7b81bd86fd45a3eb4041d%22	https://github.githubassets.com/images/modules/site/logos/ibm-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/ibm-logo.png	(from https://github.com/)
15:34:45	7378/7378	---M--	200	added ('OK')	image/png	etag:%223662aa54607167a75b2bbb356e29e975%22	https://github.githubassets.com/images/modules/site/logos/google-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/google-logo.png	(from https://github.com/)
15:34:45	17237/17237	---M--	200	added ('OK')	image/png	etag:%22bb213456f63169d5b291189e3970fb38%22	https://github.githubassets.com/images/modules/site/logos/paypal-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/paypal-logo.png	(from https://github.com/)
15:34:45	9714/9714	---M--	200	added ('OK')	image/png	etag:%22e243169a49c44670bc3dcee0a7d68c26%22	https://github.githubassets.com/images/modules/site/logos/bloomberg-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/bloomberg-logo.png	(from https://github.com/)
15:34:45	6554/6554	---M--	200	added ('OK')	image/png	etag:%226be183a9ee08fecc83d6efef4c53218a%22	https://github.githubassets.com/images/modules/site/logos/spotify-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/spotify-logo.png	(from https://github.com/)
15:34:46	15242/15242	---M--	200	added ('OK')	image/png	etag:%22fb90398bcdf73c510f478f83436ab79e%22	https://github.githubassets.com/images/modules/site/logos/swift-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/swift-logo.png	(from https://github.com/)
15:34:46	1472/1472	---M--	200	added ('OK')	image/png	etag:%2269db3c6815d5f857cfec31f0c0a30c50%22	https://github.githubassets.com/images/modules/site/logos/facebook-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/facebook-logo.png	(from https://github.com/)
15:34:46	14783/14783	---M--	200	added ('OK')	image/png	etag:%22d27c78065bb54929288a49f0721544fb%22	https://github.githubassets.com/images/modules/site/logos/node-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/node-logo.png	(from https://github.com/)
15:34:46	10945/10945	---M--	200	added ('OK')	image/png	etag:%22036f840e1036198dba51d8a6c9917586%22	https://github.githubassets.com/images/modules/site/logos/nasa-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/nasa-logo.png	(from https://github.com/)
15:34:47	8395/8395	---M--	200	added ('OK')	image/png	etag:%22e81759f88961abf121aab350831b295f%22	https://github.githubassets.com/images/modules/site/logos/walmart-logo.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/logos/walmart-logo.png	(from https://github.com/)
15:34:47	56769/56769	---MCZ	200	added ('OK')	text/html	etag:W/%22d606bc3cecc9fc557a7d5d84c7f21e29%22	https://github.com/join?plan=business&setup_organization=true&source=home	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/join94bd.html	(from https://github.com/)
15:34:48	83249/83249	---MCZ	200	added ('OK')	text/html	etag:W/%22dba7d61cfffbeebc760f4f6ffe26362b%22	https://github.com/features/code-review	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/features/code-review.html	(from https://github.com/)
15:34:49	82239/82239	---MCZ	200	added ('OK')	text/html	etag:W/%22e9b55ebca135acee09ad590d4089bb46%22	https://github.com/features/project-management	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/features/project-management.html	(from https://github.com/)
15:34:49	76268/76268	---MCZ	200	added ('OK')	text/html	etag:W/%227974d67ceb408ff8fba7b1b384dd1e3b%22	https://github.com/customer-stories/mgm-resorts	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/customer-stories/mgm-resorts.html	(from https://github.com/)
15:34:50	312769/312769	---M--	200	added ('OK')	image/jpeg	etag:%225e502345-4c5c1%22	https://customer-stories-feed.github.com/customer_stories/mgm-resorts/hero.jpg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/customer-stories-feed.github.com/customer_stories/mgm-resorts/hero.jpg	(from https://github.com/)
15:34:51	150747/150747	---M--	200	added ('OK')	image/jpeg	etag:%225e502345-24cdb%22	https://customer-stories-feed.github.com/customer_stories/nationwide/nw_hero.jpg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/customer-stories-feed.github.com/customer_stories/nationwide/nw_hero.jpg	(from https://github.com/)
15:34:51	77887/77887	---MCZ	200	added ('OK')	text/html	etag:W/%22d36a578e54f7e38cc4b89516169e2a46%22	https://github.com/customer-stories/nationwide	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/customer-stories/nationwide.html	(from https://github.com/)
15:34:51	103794/103794	---M--	200	added ('OK')	image/jpeg	etag:%225e502345-19572%22	https://customer-stories-feed.github.com/customer_stories/sap/sap6.jpg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/customer-stories-feed.github.com/customer_stories/sap/sap6.jpg	(from https://github.com/)
15:34:51	78110/78110	---MCZ	200	added ('OK')	text/html	etag:W/%226e52efc809cf8fdb2fd1c7341d819a19%22	https://github.com/customer-stories/sap	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/customer-stories/sap.html	(from https://github.com/)
15:34:52	77326/77326	---MCZ	200	added ('OK')	text/html	etag:W/%224f0fa16c12b7eb8b227d8180dbdf134a%22	https://github.com/customer-stories/spotify	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/customer-stories/spotify.html	(from https://github.com/)
15:34:52	101088/101088	---M--	200	added ('OK')	image/png	etag:%22051ac7e5046a6a4a699e034df2644149%22	https://github.githubassets.com/images/modules/site/home-illo-business.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/home-illo-business.png	(from https://github.com/)
15:34:52	7414/7414	---M--	200	added ('OK')	image/png	etag:%22f5d14406d65b17ad638464cff7c94612%22	https://github.githubassets.com/images/modules/site/integrators/slackhq.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/integrators/slackhq.png	(from https://github.com/)
15:34:53	571/571	---M--	200	added ('OK')	image/png	etag:%22f5a926a8bf94e7d1acb0258633746d61%22	https://github.githubassets.com/images/modules/site/integrators/zenhubio.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/integrators/zenhubio.png	(from https://github.com/)
15:34:53	564886/564886	---M--	200	added ('OK')	image/jpeg	etag:%225e502345-89e96%22	https://customer-stories-feed.github.com/customer_stories/spotify/spotifyhero.jpg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/customer-stories-feed.github.com/customer_stories/spotify/spotifyhero.jpg	(from https://github.com/)
15:34:53	16630/16630	---M--	200	added ('OK')	image/png	etag:%22d59a3b9e21cc6afb0d4ba344c2bc2db7%22	https://github.githubassets.com/images/modules/site/integrators/travis-ci.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/integrators/travis-ci.png	(from https://github.com/)
15:34:54	8973/8973	---M--	200	added ('OK')	image/png	etag:%224e35dab4617c8176183f953d5b90c49c%22	https://github.githubassets.com/images/modules/site/integrators/atom.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/integrators/atom.png	(from https://github.com/)
15:34:54	65515/65515	---M--	200	added ('OK')	image/png	etag:%2251ed386511dadb7591c735141347fdeb%22	https://github.githubassets.com/images/modules/site/integrators/circleci.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/integrators/circleci.png	(from https://github.com/)
15:34:54	14216/14216	---M--	200	added ('OK')	image/png	etag:%22a4bb1d6e66bb82212c25da463e7b47c1%22	https://github.githubassets.com/images/modules/site/integrators/google.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/integrators/google.png	(from https://github.com/)
15:34:54	76484/76484	---M--	200	added ('OK')	image/png	etag:%222b4af81c896f94670956f4502110d5e4%22	https://github.githubassets.com/images/modules/site/integrators/codeclimate.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/images/modules/site/integrators/codeclimate.png	(from https://github.com/)
15:34:55	76373/76373	---MCZ	200	added ('OK')	text/html	etag:W/%22bca3cea63bf13057794851f5c94c4ad8%22	https://github.com/customer-stories/freakboy3742	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/customer-stories/freakboy3742.html	(from https://github.com/)
15:34:55	32866/32866	---M--	200	added ('OK')	image/jpeg	etag:%225e502345-8062%22	https://customer-stories-feed.github.com/customer_stories/freakboy3742/hero.jpg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/customer-stories-feed.github.com/customer_stories/freakboy3742/hero.jpg	(from https://github.com/)
15:34:56	71252/71252	---MCZ	200	added ('OK')	text/html	etag:W/%2230bf51837845e9c42457d7f476310fa5%22	https://github.com/customer-stories/kris-nova	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/customer-stories/kris-nova.html	(from https://github.com/)
15:34:56	292258/292258	---M--	200	added ('OK')	image/jpeg	etag:%225e502345-475a2%22	https://customer-stories-feed.github.com/customer_stories/kris-nova/hero.jpg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/customer-stories-feed.github.com/customer_stories/kris-nova/hero.jpg	(from https://github.com/)
15:34:57	71473/71473	---MCZ	200	added ('OK')	text/html	etag:W/%225e6e9414ff86dce71aa63a2213fd0bdd%22	https://github.com/customer-stories/yyx990803	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/customer-stories/yyx990803.html	(from https://github.com/)
15:34:57	32968/32968	---M--	200	added ('OK')	image/jpeg	etag:%225e502345-80c8%22	https://customer-stories-feed.github.com/customer_stories/yyx990803/hero.jpg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/customer-stories-feed.github.com/customer_stories/yyx990803/hero.jpg	(from https://github.com/)
15:34:57	71770/71770	---MCZ	200	added ('OK')	text/html	etag:W/%22d3097c07bc05d765f31b8a631d6c9801%22	https://github.com/customer-stories/jessfraz	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/customer-stories/jessfraz.html	(from https://github.com/)
15:34:57	12850/12850	---M--	200	added ('OK')	image/jpeg	etag:%225e502345-3232%22	https://customer-stories-feed.github.com/customer_stories/jessfraz/hero.jpg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/customer-stories-feed.github.com/customer_stories/jessfraz/hero.jpg	(from https://github.com/)
15:34:58	0/-1	---M--	302	error ('')			https://github.com/business	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/business.4c.delayed	(from https://github.com/)
15:34:58	64504/64504	---MCZ	200	added ('OK')	text/html	etag:W/%226373eefa0ea6988ae0a78d247fb302cf%22	https://github.com/personal	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/personal.html	(from https://github.com/)
15:34:59	165714/165714	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Feb%202020%2014:34:57%20GMT	https://github.com/signup_check/username	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/signup_check/username.4d.delayed	(from https://github.com/)
15:35:00	92/92	---M--	302	error ('Found')	text/html	date:Fri,%2028%20Feb%202020%2014:34:45%20GMT	https://github.com/contact	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/contact.4e.delayed	(from https://github.com/)
15:35:01	55859/55859	---MCZ	200	added ('OK')	text/html	etag:W/%225ce90bf15e7f9b315cab398ca2a1f579%22	https://github.com/about	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/about.html	(from https://github.com/)
15:35:01	146050/146050	---MCZ	200	added ('OK')	text/html	etag:W/%223d4c8e2389616d6abddf0fbd8056a3d3%22	https://github.com/about/careers	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/about/careers.html	(from https://github.com/)
15:35:02	196505/196505	---MCZ	200	added ('OK')	text/html	etag:W/%225eacb1ee9b2779cdaf87e0739308a530%22	https://github.com/about/press	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/about/press.html	(from https://github.com/)
15:35:03	279117/279117	---MCZ	200	added ('OK')	text/html	etag:W/%22e83ae86de2ac76f62e81c13d60b626f3%22	https://github.com/github	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/github.html	(from https://github.com/)
15:35:03	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Feb%202020%2014:35:02%20GMT	https://github.com/site/terms	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/site/terms.53.delayed	(from https://github.com/)
15:35:04	124/124	---M--	302	error ('Found')	text/html	date:Fri,%2028%20Feb%202020%2014:35:03%20GMT	https://github.com/site/privacy	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.com/site/privacy.54.delayed	(from https://github.com/)
15:35:04	20610/20610	---M-Z	200	added ('OK')	application/javascript	etag:%22b6e2e28e5939be5a219634dbdbe829fe%22	https://github.githubassets.com/assets/compat-bootstrap-a38bd2e0.js	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/assets/compat-bootstrap-a38bd2e0.js	(from https://github.com/)
15:35:04	28017/28017	---M-Z	200	added ('OK')	application/javascript	etag:%22e73d25e6c62217b7bc368faa2316971f%22	https://github.githubassets.com/assets/vendor-df23628d.js	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/assets/vendor-df23628d.js	(from https://github.com/)
15:35:05	137567/137567	---M-Z	200	added ('OK')	application/javascript	etag:%22de8e70ff3d7485929fa56f53dbe6db9c%22	https://github.githubassets.com/assets/frameworks-d8c11e4b.js	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/assets/frameworks-d8c11e4b.js	(from https://github.com/)
15:35:05	511157/511157	---M-Z	200	added ('OK')	application/javascript	etag:%222a8ccbe5e08ea29388b785f435a32b81%22	https://github.githubassets.com/assets/github-bootstrap-779983c4.js	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/assets/github-bootstrap-779983c4.js	(from https://github.com/)
15:35:05	301/301	---M-Z	200	added ('OK')	application/javascript	etag:%22214df608afa84b871780e22e274513f6%22	https://github.githubassets.com/assets/unsupported-bootstrap-1165d44b.js	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/sofiane/github.githubassets.com/assets/unsupported-bootstrap-1165d44b.js	(from https://github.com/)
